storenum,secs,dayofweek,meal,drinkonly,cost
590,416,Mon,Lunch,No,415
573,116,Tues,Dinner,Yes,156
759,99,Thur,Lunch,Yes,184
606,90,Fri,Lunch,No,592
273,124,Fri,Lunch,Yes,150
210,139,Fri,Lunch,No,552
630,454,Thur,Lunch,No,419
334,215,Fri,Breakfast,Yes,135
743,167,Wed,Breakfast,No,472
350,148,Tues,Dinner,No,426
231,501,Tues,Lunch,No,312
823,60,Mon,Lunch,No,462
126,143,Mon,Lunch,No,238
856,144,Mon,Breakfast,No,319
581,174,Thur,Lunch,No,333
248,50,Fri,Lunch,No,594
216,395,Tues,Lunch,No,564
648,172,Tues,Lunch,No,500
356,273,Fri,Dinner,No,560
172,55,Fri,Lunch,No,404
563,127,Fri,Lunch,No,260
86,48,Tues,Lunch,No,527
131,87,Wed,Dinner,No,630
709,585,Thur,Dinner,Yes,146
494,117,Wed,Dinner,No,724
869,142,Mon,Lunch,No,547
749,184,Tues,Lunch,No,466
104,199,Fri,Lunch,Yes,166
374,146,Fri,Dinner,No,384
440,167,Thur,Dinner,No,647
544,114,Fri,Lunch,No,351
633,146,Mon,Dinner,No,520
6,219,Tues,Breakfast,No,472
793,517,Fri,Dinner,No,741
418,267,Thur,Lunch,Yes,190
88,160,Wed,Lunch,No,388
211,351,Thur,Lunch,No,229
104,31,Wed,Lunch,No,219
283,183,Tues,Lunch,Yes,96
184,583,Fri,Dinner,No,631
80,374,Thur,Dinner,No,497
183,407,Fri,Lunch,No,366
875,430,Thur,Lunch,No,546
250,69,Fri,Lunch,No,358
707,284,Thur,Lunch,No,219
441,56,Wed,Lunch,No,450
8,253,Tues,Dinner,No,760
725,161,Mon,Breakfast,No,252
186,112,Fri,Lunch,No,247
807,148,Mon,Lunch,No,362
314,457,Mon,Lunch,No,441
188,155,Fri,Dinner,No,354
324,142,Mon,Dinner,No,457
551,50,Thur,Dinner,No,306
211,185,Fri,Lunch,No,223
256,364,Fri,Lunch,No,312
272,144,Mon,Lunch,No,312
555,78,Fri,Breakfast,Yes,112
835,94,Mon,Lunch,No,309
727,310,Tues,Lunch,No,571
82,83,Wed,Dinner,No,406
447,122,Fri,Lunch,Yes,89
217,306,Wed,Dinner,No,549
640,285,Mon,Lunch,No,415
512,56,Thur,Dinner,No,503
418,166,Wed,Dinner,Yes,104
51,187,Wed,Lunch,No,430
511,80,Thur,Lunch,No,292
384,160,Mon,Dinner,Yes,179
646,163,Wed,Breakfast,No,243
692,164,Thur,Lunch,No,380
653,77,Tues,Lunch,No,536
586,76,Thur,Lunch,No,564
357,551,Tues,Dinner,Yes,183
887,165,Wed,Lunch,No,222
254,93,Wed,Lunch,No,302
303,135,Mon,Dinner,No,712
435,170,Wed,Dinner,No,717
354,573,Fri,Lunch,Yes,135
407,243,Tues,Lunch,No,463
350,95,Wed,Dinner,No,341
167,127,Tues,Lunch,No,580
396,196,Fri,Dinner,No,335
115,152,Wed,Breakfast,No,419
892,288,Mon,Lunch,No,528
346,123,Wed,Lunch,No,349
656,150,Tues,Lunch,No,510
376,414,Mon,Lunch,No,575
176,75,Wed,Lunch,No,512
250,549,Tues,Lunch,No,348
74,366,Mon,Dinner,No,687
535,113,Wed,Lunch,No,363
162,159,Thur,Dinner,No,749
818,76,Thur,Lunch,No,294
587,555,Fri,Lunch,No,337
336,252,Thur,Dinner,Yes,169
340,113,Mon,Lunch,No,268
626,68,Mon,Lunch,No,590
526,162,Thur,Dinner,No,463
202,107,Fri,Breakfast,No,463
86,167,Wed,Lunch,No,466
392,527,Mon,Lunch,No,453
860,323,Wed,Breakfast,No,371
50,177,Wed,Lunch,No,290
501,65,Wed,Lunch,No,244
116,134,Tues,Breakfast,No,412
780,223,Mon,Dinner,No,598
454,30,Thur,Dinner,No,293
794,177,Mon,Lunch,No,456
516,45,Mon,Lunch,No,485
503,77,Fri,Lunch,Yes,129
517,274,Tues,Dinner,No,411
493,402,Wed,Dinner,No,678
45,191,Tues,Breakfast,No,260
666,97,Fri,Breakfast,No,440
328,140,Thur,Lunch,No,550
448,264,Tues,Lunch,No,529
889,525,Wed,Lunch,No,531
515,166,Tues,Dinner,No,537
246,575,Thur,Dinner,No,321
606,146,Fri,Lunch,No,341
485,225,Tues,Dinner,No,701
349,508,Wed,Dinner,No,615
329,95,Thur,Lunch,No,507
557,324,Wed,Lunch,No,398
547,235,Tues,Lunch,No,262
314,89,Thur,Lunch,No,498
242,230,Thur,Lunch,No,573
622,588,Tues,Dinner,Yes,139
244,132,Mon,Lunch,No,222
25,310,Fri,Dinner,Yes,124
432,144,Tues,Dinner,Yes,176
114,101,Mon,Breakfast,Yes,140
321,208,Thur,Dinner,Yes,185
798,473,Tues,Lunch,No,536
564,32,Tues,Dinner,No,741
616,136,Thur,Lunch,No,242
293,154,Wed,Dinner,No,610
640,248,Thur,Breakfast,No,436
654,238,Wed,Lunch,No,328
432,239,Fri,Lunch,No,475
179,117,Fri,Lunch,No,372
270,165,Fri,Lunch,No,501
777,476,Fri,Dinner,No,637
651,277,Wed,Lunch,No,493
444,99,Mon,Dinner,No,593
351,490,Thur,Dinner,No,575
124,384,Fri,Lunch,No,524
323,54,Fri,Breakfast,No,367
153,124,Wed,Breakfast,No,456
461,121,Tues,Dinner,No,402
703,157,Tues,Dinner,No,719
575,119,Mon,Dinner,No,366
445,320,Tues,Dinner,No,652
565,119,Wed,Dinner,No,610
309,410,Tues,Dinner,No,634
864,212,Mon,Breakfast,No,349
649,126,Tues,Lunch,No,485
487,129,Mon,Breakfast,No,329
456,491,Thur,Lunch,No,315
783,344,Thur,Lunch,No,473
496,105,Mon,Dinner,No,798
527,495,Fri,Lunch,No,567
209,91,Tues,Lunch,No,441
192,33,Mon,Lunch,No,568
270,155,Fri,Dinner,Yes,142
184,48,Tues,Lunch,No,467
590,97,Thur,Lunch,No,557
639,408,Tues,Dinner,No,608
242,371,Wed,Dinner,No,326
839,466,Tues,Lunch,No,475
88,127,Fri,Lunch,Yes,129
557,124,Mon,Lunch,No,312
224,146,Mon,Lunch,No,599
728,278,Tues,Breakfast,No,179
93,151,Fri,Dinner,No,743
394,129,Fri,Lunch,No,576
114,336,Fri,Dinner,No,716
858,318,Thur,Breakfast,No,480
56,178,Thur,Lunch,No,333
700,350,Mon,Lunch,No,294
567,174,Wed,Lunch,Yes,188
246,34,Thur,Lunch,Yes,106
668,97,Mon,Dinner,No,725
149,381,Mon,Dinner,No,799
540,343,Tues,Lunch,Yes,183
606,455,Thur,Lunch,No,379
643,141,Fri,Lunch,No,572
806,265,Wed,Dinner,No,680
143,361,Wed,Dinner,No,681
238,83,Thur,Lunch,No,241
441,86,Mon,Lunch,No,445
593,307,Fri,Lunch,No,464
872,92,Thur,Dinner,No,337
556,157,Wed,Dinner,No,408
758,289,Fri,Lunch,No,317
557,100,Mon,Lunch,No,449
129,145,Mon,Lunch,No,312
365,111,Fri,Breakfast,Yes,101
294,179,Fri,Dinner,No,511
391,60,Thur,Lunch,No,568
690,118,Mon,Breakfast,No,287
595,206,Thur,Lunch,No,217
267,158,Mon,Lunch,Yes,124
337,126,Wed,Lunch,No,340
132,159,Fri,Lunch,No,294
541,106,Tues,Breakfast,No,237
456,515,Tues,Dinner,No,422
861,45,Wed,Dinner,No,467
16,427,Mon,Lunch,No,364
354,160,Fri,Lunch,No,290
824,240,Fri,Lunch,No,261
111,306,Thur,Lunch,No,481
622,137,Fri,Lunch,No,421
227,395,Tues,Lunch,No,349
827,101,Mon,Dinner,No,670
681,317,Fri,Lunch,No,378
126,109,Fri,Lunch,No,555
183,198,Fri,Lunch,No,573
766,73,Tues,Dinner,No,775
258,293,Fri,Dinner,No,442
826,174,Wed,Lunch,No,576
573,272,Thur,Lunch,No,314
121,169,Thur,Lunch,No,263
407,390,Tues,Lunch,No,538
373,206,Tues,Lunch,No,479
149,195,Mon,Lunch,No,299
287,68,Tues,Breakfast,No,223
713,30,Wed,Lunch,No,401
179,112,Mon,Lunch,No,545
151,311,Thur,Dinner,Yes,178
232,383,Wed,Lunch,No,561
535,122,Tues,Dinner,Yes,109
272,218,Mon,Lunch,No,219
591,366,Thur,Dinner,No,337
772,125,Wed,Lunch,No,500
10,304,Thur,Lunch,No,548
17,125,Mon,Lunch,No,545
5,151,Fri,Dinner,No,790
185,216,Thur,Lunch,No,569
655,514,Thur,Lunch,No,282
556,291,Tues,Dinner,No,742
6,143,Tues,Dinner,No,417
380,138,Thur,Dinner,No,316
459,216,Wed,Breakfast,No,408
775,542,Thur,Breakfast,No,176
508,453,Tues,Lunch,No,367
632,169,Tues,Lunch,No,343
318,556,Thur,Lunch,No,392
866,130,Wed,Dinner,No,767
347,86,Thur,Lunch,No,572
595,83,Thur,Dinner,No,665
753,576,Wed,Lunch,No,472
419,312,Mon,Dinner,No,397
163,219,Thur,Breakfast,No,408
889,240,Mon,Lunch,No,578
274,144,Tues,Lunch,No,497
200,147,Tues,Lunch,No,299
674,368,Thur,Lunch,No,483
390,531,Mon,Lunch,No,505
365,47,Mon,Dinner,No,810
633,68,Tues,Dinner,No,488
337,436,Wed,Dinner,No,726
360,598,Wed,Lunch,No,553
873,206,Wed,Dinner,No,392
545,129,Tues,Lunch,No,380
334,278,Fri,Dinner,No,604
155,140,Tues,Dinner,Yes,142
494,154,Fri,Breakfast,Yes,121
55,421,Wed,Dinner,No,537
125,488,Tues,Dinner,No,310
334,471,Wed,Breakfast,No,210
546,517,Fri,Dinner,No,669
788,178,Wed,Dinner,No,600
770,299,Thur,Dinner,No,409
443,460,Mon,Dinner,No,687
815,119,Mon,Dinner,Yes,158
496,78,Tues,Dinner,No,811
379,128,Mon,Dinner,No,742
783,178,Mon,Lunch,No,440
568,525,Thur,Breakfast,No,414
672,271,Mon,Breakfast,No,364
328,337,Thur,Lunch,No,401
268,486,Wed,Dinner,No,669
72,146,Fri,Lunch,No,220
89,260,Thur,Dinner,No,725
478,34,Thur,Lunch,No,548
507,261,Thur,Dinner,Yes,128
263,554,Wed,Lunch,No,426
374,88,Fri,Lunch,Yes,98
35,464,Fri,Dinner,No,298
99,122,Fri,Lunch,No,257
369,125,Fri,Lunch,No,275
666,42,Wed,Lunch,No,261
92,183,Mon,Dinner,No,301
700,202,Tues,Lunch,Yes,177
125,389,Mon,Dinner,No,304
853,184,Wed,Lunch,No,341
886,165,Mon,Lunch,No,331
866,112,Mon,Lunch,No,501
27,435,Tues,Dinner,No,802
416,105,Mon,Lunch,Yes,160
118,98,Mon,Dinner,No,616
506,139,Wed,Dinner,Yes,150
535,551,Thur,Dinner,No,798
742,165,Thur,Lunch,No,441
765,164,Fri,Lunch,Yes,191
534,466,Wed,Lunch,Yes,113
765,181,Mon,Lunch,No,356
235,133,Wed,Dinner,No,584
460,154,Mon,Dinner,No,492
590,130,Mon,Dinner,No,737
804,326,Fri,Dinner,No,805
143,480,Thur,Dinner,No,377
683,450,Fri,Lunch,No,266
709,170,Thur,Dinner,Yes,168
806,83,Wed,Lunch,No,513
669,133,Tues,Dinner,No,694
755,277,Mon,Lunch,No,322
639,162,Fri,Breakfast,No,476
36,82,Tues,Lunch,No,262
297,157,Wed,Breakfast,No,359
177,126,Fri,Breakfast,Yes,131
744,140,Fri,Breakfast,No,240
312,133,Mon,Lunch,No,389
753,522,Tues,Lunch,No,280
597,135,Wed,Lunch,No,596
857,71,Fri,Dinner,No,514
88,164,Mon,Lunch,No,451
44,349,Thur,Breakfast,No,426
270,132,Tues,Dinner,No,295
537,546,Mon,Breakfast,No,243
801,67,Fri,Dinner,No,376
672,31,Fri,Breakfast,No,203
662,188,Wed,Lunch,No,554
815,173,Fri,Dinner,No,546
177,485,Thur,Dinner,No,397
500,463,Mon,Dinner,No,390
13,123,Mon,Dinner,No,495
663,594,Mon,Lunch,No,574
246,460,Mon,Lunch,No,585
842,256,Wed,Dinner,No,788
731,221,Wed,Dinner,No,439
837,170,Fri,Lunch,No,397
877,187,Fri,Dinner,No,820
658,568,Mon,Lunch,Yes,163
744,106,Wed,Breakfast,No,489
430,581,Thur,Dinner,Yes,105
531,554,Wed,Dinner,Yes,94
302,75,Mon,Lunch,No,361
193,277,Wed,Dinner,Yes,99
760,132,Mon,Dinner,No,718
701,202,Thur,Lunch,No,445
484,234,Thur,Breakfast,No,284
481,130,Fri,Lunch,No,259
99,414,Mon,Breakfast,No,178
366,74,Mon,Lunch,No,329
368,253,Mon,Dinner,No,680
740,128,Mon,Lunch,No,384
68,153,Mon,Lunch,No,577
470,370,Wed,Dinner,Yes,85
259,343,Thur,Breakfast,Yes,169
447,104,Fri,Dinner,No,494
595,434,Mon,Dinner,No,555
252,272,Thur,Lunch,No,321
740,43,Fri,Lunch,No,272
723,558,Wed,Lunch,No,344
101,213,Fri,Dinner,Yes,158
223,255,Fri,Lunch,No,523
119,420,Thur,Dinner,No,671
809,176,Wed,Dinner,No,299
160,147,Mon,Breakfast,No,493
32,109,Thur,Dinner,No,362
545,62,Fri,Lunch,No,417
825,98,Mon,Dinner,Yes,118
696,495,Tues,Lunch,No,497
444,67,Wed,Dinner,No,496
381,291,Fri,Lunch,Yes,127
561,159,Tues,Dinner,No,428
177,203,Mon,Lunch,No,303
476,155,Wed,Dinner,No,798
187,54,Mon,Dinner,No,430
246,143,Mon,Lunch,Yes,149
336,444,Fri,Lunch,Yes,125
869,324,Thur,Breakfast,Yes,140
482,149,Thur,Dinner,Yes,168
763,153,Tues,Breakfast,Yes,189
826,143,Wed,Lunch,No,558
167,121,Mon,Dinner,No,557
293,32,Fri,Lunch,No,364
665,252,Thur,Dinner,No,800
448,491,Thur,Dinner,No,571
364,168,Tues,Lunch,No,479
573,54,Thur,Dinner,No,440
811,366,Wed,Lunch,No,288
233,159,Mon,Lunch,No,247
9,286,Tues,Lunch,No,579
23,231,Wed,Lunch,No,399
318,142,Wed,Dinner,No,570
890,132,Thur,Lunch,No,235
544,144,Fri,Lunch,No,424
891,93,Tues,Breakfast,No,442
182,248,Thur,Lunch,No,519
764,161,Mon,Breakfast,No,212
701,151,Thur,Lunch,No,569
331,199,Tues,Dinner,No,814
75,130,Mon,Lunch,No,534
471,118,Mon,Lunch,No,450
94,147,Tues,Lunch,Yes,92
356,154,Mon,Lunch,Yes,121
446,115,Thur,Lunch,No,349
132,199,Thur,Dinner,No,506
520,232,Thur,Dinner,No,556
177,148,Wed,Dinner,No,318
879,507,Thur,Lunch,No,529
887,282,Mon,Dinner,No,535
774,131,Mon,Breakfast,Yes,154
276,303,Thur,Dinner,No,611
418,152,Wed,Dinner,No,736
802,368,Mon,Dinner,Yes,182
423,147,Thur,Lunch,No,362
563,118,Fri,Dinner,No,506
193,83,Fri,Lunch,No,474
444,91,Fri,Breakfast,No,381
147,127,Tues,Lunch,No,530
140,75,Mon,Lunch,No,543
348,227,Wed,Lunch,No,574
216,403,Tues,Lunch,No,488
41,375,Wed,Lunch,No,440
581,179,Tues,Lunch,No,296
472,169,Wed,Breakfast,No,348
319,404,Thur,Dinner,Yes,155
548,241,Tues,Lunch,Yes,128
291,292,Wed,Dinner,No,816
349,266,Tues,Lunch,No,406
839,368,Thur,Dinner,No,638
177,132,Tues,Dinner,No,803
213,120,Thur,Lunch,No,390
9,430,Thur,Lunch,No,247
608,100,Tues,Lunch,No,525
515,393,Fri,Lunch,No,407
610,199,Mon,Dinner,No,466
419,46,Thur,Lunch,No,304
139,521,Tues,Lunch,Yes,157
483,240,Wed,Lunch,No,530
428,373,Mon,Dinner,No,497
533,161,Thur,Lunch,No,415
750,474,Mon,Breakfast,No,285
271,139,Wed,Dinner,No,600
200,147,Tues,Lunch,No,480
585,250,Wed,Lunch,No,330
93,223,Tues,Dinner,No,774
855,171,Mon,Dinner,No,316
879,39,Fri,Lunch,No,253
718,92,Thur,Lunch,Yes,125
176,375,Wed,Lunch,No,313
831,116,Thur,Lunch,No,509
566,53,Wed,Lunch,No,276
233,54,Tues,Lunch,No,292
45,328,Mon,Lunch,Yes,177
71,148,Wed,Breakfast,No,206
159,31,Thur,Lunch,No,219
352,199,Fri,Dinner,No,597
89,516,Thur,Lunch,Yes,174
631,173,Wed,Dinner,No,366
340,98,Tues,Dinner,No,464
844,96,Fri,Lunch,No,477
397,129,Thur,Breakfast,No,184
275,383,Tues,Dinner,No,696
836,70,Mon,Dinner,Yes,165
280,475,Fri,Lunch,Yes,181
787,95,Thur,Lunch,No,600
691,124,Mon,Breakfast,No,206
431,180,Tues,Breakfast,Yes,127
199,336,Thur,Lunch,No,302
664,58,Wed,Lunch,No,347
575,155,Fri,Lunch,No,467
737,258,Mon,Lunch,No,268
547,171,Wed,Lunch,No,392
467,130,Tues,Dinner,No,421
257,174,Tues,Dinner,No,828
136,120,Fri,Dinner,No,608
59,485,Wed,Lunch,No,454
732,180,Fri,Lunch,No,249
735,46,Fri,Lunch,No,440
135,106,Fri,Lunch,No,245
563,511,Tues,Breakfast,No,496
875,99,Tues,Dinner,No,575
286,338,Mon,Dinner,No,439
733,368,Wed,Dinner,No,340
244,368,Thur,Lunch,No,491
658,109,Mon,Dinner,No,455
145,245,Fri,Dinner,Yes,146
847,272,Tues,Dinner,Yes,179
680,167,Fri,Breakfast,No,247
870,186,Fri,Lunch,No,252
749,92,Tues,Lunch,No,529
816,341,Tues,Lunch,Yes,97
539,41,Wed,Breakfast,No,496
617,183,Fri,Lunch,Yes,88
608,109,Fri,Lunch,Yes,184
858,178,Wed,Dinner,No,721
754,329,Fri,Lunch,No,352
532,152,Wed,Lunch,Yes,187
182,94,Wed,Dinner,No,698
637,350,Mon,Breakfast,Yes,160
277,493,Fri,Lunch,No,329
440,508,Mon,Breakfast,No,200
491,139,Mon,Dinner,No,312
69,76,Mon,Lunch,No,452
391,277,Wed,Dinner,No,340
629,289,Mon,Lunch,No,580
824,168,Tues,Dinner,No,476
461,147,Tues,Lunch,No,560
824,401,Tues,Lunch,No,502
543,106,Tues,Lunch,No,529
44,38,Tues,Dinner,No,370
257,40,Mon,Breakfast,No,399
61,78,Fri,Dinner,No,655
699,97,Fri,Dinner,No,392
30,389,Wed,Dinner,No,380
874,147,Fri,Lunch,No,545
497,188,Mon,Breakfast,No,271
687,308,Mon,Lunch,No,569
114,217,Thur,Lunch,No,238
299,116,Fri,Lunch,No,462
396,244,Mon,Lunch,No,437
547,141,Wed,Lunch,No,583
736,139,Tues,Dinner,No,640
131,42,Wed,Lunch,Yes,195
42,131,Mon,Dinner,No,337
106,183,Tues,Lunch,No,403
237,214,Thur,Dinner,No,533
755,120,Wed,Breakfast,Yes,189
551,106,Fri,Dinner,No,637
72,559,Wed,Dinner,No,826
780,78,Mon,Breakfast,No,345
508,152,Wed,Dinner,No,392
713,107,Fri,Dinner,No,434
462,303,Wed,Dinner,No,796
653,40,Tues,Lunch,No,356
380,132,Thur,Lunch,No,572
252,251,Tues,Dinner,Yes,121
721,69,Tues,Lunch,No,577
801,137,Fri,Dinner,No,795
847,355,Wed,Lunch,No,562
760,415,Thur,Lunch,No,533
97,91,Tues,Lunch,No,550
420,177,Wed,Lunch,No,341
286,54,Tues,Dinner,No,473
658,132,Fri,Dinner,No,525
656,81,Thur,Lunch,No,553
336,100,Wed,Lunch,No,349
113,255,Thur,Dinner,No,315
505,55,Fri,Lunch,Yes,173
719,152,Thur,Lunch,No,492
794,426,Mon,Dinner,No,686
756,379,Wed,Dinner,No,572
657,317,Wed,Lunch,No,392
324,37,Tues,Dinner,No,379
3,168,Mon,Dinner,Yes,113
346,98,Wed,Lunch,No,271
350,59,Wed,Dinner,No,375
120,333,Fri,Dinner,No,593
108,88,Fri,Lunch,No,569
259,167,Fri,Lunch,Yes,144
540,527,Thur,Dinner,No,615
566,143,Wed,Lunch,No,569
485,248,Thur,Dinner,No,586
408,284,Mon,Dinner,No,744
557,151,Fri,Dinner,No,368
420,422,Mon,Dinner,No,621
296,99,Wed,Dinner,No,821
558,318,Tues,Lunch,Yes,118
77,94,Tues,Dinner,Yes,119
52,220,Thur,Lunch,No,432
383,177,Mon,Lunch,No,385
805,267,Thur,Dinner,No,397
808,215,Tues,Lunch,No,374
344,480,Fri,Lunch,No,556
420,93,Tues,Dinner,Yes,95
68,155,Wed,Dinner,Yes,164
444,108,Thur,Lunch,No,277
350,118,Wed,Lunch,No,477
713,505,Fri,Dinner,No,289
272,276,Thur,Lunch,No,402
333,122,Thur,Lunch,No,261
621,297,Fri,Dinner,No,781
272,170,Mon,Breakfast,No,430
200,82,Wed,Breakfast,Yes,134
445,203,Thur,Dinner,No,343
714,343,Thur,Dinner,No,338
167,394,Thur,Lunch,No,475
816,139,Fri,Breakfast,No,243
18,56,Fri,Lunch,Yes,131
156,31,Fri,Breakfast,Yes,115
571,94,Tues,Lunch,No,572
182,289,Thur,Dinner,No,303
422,112,Thur,Lunch,No,498
782,33,Thur,Lunch,No,281
319,594,Fri,Lunch,No,400
172,598,Fri,Dinner,No,293
511,152,Thur,Lunch,No,550
494,233,Fri,Dinner,No,521
53,259,Wed,Dinner,No,785
689,537,Tues,Breakfast,Yes,131
615,274,Mon,Dinner,Yes,169
143,152,Tues,Lunch,No,539
198,135,Mon,Dinner,No,492
752,443,Tues,Dinner,No,645
704,155,Thur,Breakfast,No,246
113,586,Mon,Lunch,No,517
838,42,Tues,Dinner,No,717
326,69,Fri,Lunch,No,331
153,126,Mon,Dinner,No,701
676,166,Wed,Lunch,No,218
776,154,Tues,Lunch,No,351
722,130,Tues,Breakfast,Yes,107
284,191,Wed,Dinner,No,822
24,103,Mon,Dinner,No,536
480,46,Fri,Lunch,No,579
240,484,Mon,Dinner,No,299
482,303,Tues,Lunch,Yes,164
584,497,Thur,Lunch,Yes,170
468,192,Thur,Lunch,No,381
581,143,Wed,Lunch,Yes,156
673,186,Thur,Dinner,No,381
754,122,Fri,Dinner,No,656
289,263,Mon,Lunch,No,540
411,238,Fri,Lunch,No,420
18,77,Fri,Lunch,No,507
148,149,Wed,Lunch,No,567
70,195,Mon,Lunch,No,589
433,154,Wed,Lunch,No,574
220,251,Wed,Dinner,No,377
879,91,Wed,Lunch,No,503
60,90,Thur,Dinner,No,625
745,470,Tues,Lunch,No,350
383,210,Wed,Lunch,Yes,91
89,40,Thur,Dinner,No,582
235,150,Fri,Lunch,No,567
369,377,Fri,Breakfast,No,233
831,186,Tues,Lunch,No,389
338,188,Fri,Dinner,No,436
747,99,Tues,Dinner,No,319
150,184,Tues,Lunch,No,542
466,152,Fri,Lunch,No,252
810,132,Thur,Lunch,No,506
139,141,Mon,Breakfast,No,451
554,222,Tues,Dinner,No,292
98,43,Tues,Lunch,No,504
218,38,Tues,Dinner,No,779
358,178,Fri,Dinner,No,390
60,304,Mon,Dinner,No,463
780,171,Thur,Lunch,No,364
323,150,Wed,Breakfast,No,276
12,166,Tues,Lunch,No,386
273,153,Thur,Lunch,No,361
811,358,Thur,Lunch,No,444
365,128,Mon,Lunch,No,516
640,160,Thur,Dinner,No,627
839,39,Tues,Dinner,Yes,163
155,418,Fri,Dinner,Yes,118
777,149,Mon,Lunch,Yes,167
889,336,Thur,Lunch,No,400
426,487,Wed,Lunch,No,367
670,120,Thur,Dinner,No,645
369,308,Fri,Lunch,No,413
860,334,Fri,Dinner,No,763
277,86,Tues,Breakfast,No,203
156,73,Thur,Dinner,No,747
862,100,Thur,Dinner,No,299
263,76,Wed,Lunch,No,532
331,128,Thur,Lunch,No,428
109,319,Fri,Lunch,Yes,120
763,64,Tues,Lunch,No,598
37,167,Tues,Lunch,No,393
545,414,Mon,Lunch,No,332
844,76,Tues,Lunch,No,330
125,118,Thur,Dinner,No,773
480,152,Wed,Breakfast,No,294
684,174,Wed,Lunch,No,342
760,108,Tues,Breakfast,No,292
347,357,Thur,Dinner,No,654
531,50,Fri,Dinner,No,396
348,309,Wed,Dinner,No,515
674,143,Wed,Dinner,No,309
491,157,Tues,Dinner,No,491
761,37,Wed,Breakfast,No,232
885,174,Fri,Lunch,No,286
297,130,Thur,Dinner,No,601
420,150,Thur,Lunch,No,464
508,136,Thur,Lunch,No,241
111,200,Thur,Dinner,No,778
666,577,Thur,Lunch,Yes,169
472,414,Fri,Lunch,No,289
577,512,Thur,Lunch,No,444
453,141,Thur,Dinner,No,731
818,147,Thur,Lunch,Yes,143
639,175,Wed,Lunch,No,336
459,119,Fri,Lunch,No,270
209,294,Mon,Breakfast,Yes,172
261,425,Thur,Lunch,Yes,111
525,52,Mon,Breakfast,No,192
572,427,Thur,Dinner,No,518
55,265,Thur,Lunch,No,385
145,156,Thur,Dinner,No,715
807,84,Tues,Dinner,No,781
660,264,Fri,Dinner,No,295
892,134,Mon,Lunch,No,369
351,113,Tues,Lunch,No,232
801,205,Mon,Dinner,No,561
453,350,Wed,Dinner,No,470
384,278,Wed,Dinner,No,641
628,65,Fri,Lunch,No,551
841,152,Fri,Lunch,No,582
463,63,Fri,Dinner,No,802
474,187,Tues,Lunch,No,427
524,196,Thur,Lunch,No,480
495,87,Wed,Breakfast,Yes,108
25,104,Mon,Lunch,No,553
617,191,Fri,Lunch,No,469
659,152,Wed,Lunch,No,361
580,152,Tues,Lunch,No,532
377,138,Tues,Lunch,No,335
124,107,Fri,Lunch,No,560
287,266,Tues,Lunch,Yes,130
258,94,Thur,Breakfast,No,488
329,177,Wed,Dinner,No,607
491,206,Thur,Dinner,No,707
154,439,Tues,Dinner,No,435
399,170,Wed,Lunch,No,301
749,407,Mon,Lunch,Yes,114
692,158,Wed,Lunch,No,443
553,126,Tues,Lunch,No,534
66,84,Mon,Dinner,No,518
40,97,Wed,Lunch,Yes,135
316,186,Thur,Dinner,No,781
4,273,Wed,Breakfast,Yes,119
351,243,Wed,Dinner,Yes,155
614,113,Fri,Breakfast,No,327
286,328,Mon,Dinner,No,313
444,348,Tues,Dinner,No,379
357,57,Thur,Dinner,No,387
571,151,Fri,Lunch,No,386
156,33,Fri,Lunch,No,579
37,396,Fri,Breakfast,No,210
733,164,Thur,Lunch,No,394
244,287,Mon,Dinner,No,367
827,157,Thur,Lunch,No,319
542,80,Mon,Lunch,No,446
202,402,Fri,Dinner,No,365
100,161,Tues,Lunch,No,454
35,129,Fri,Lunch,No,413
37,112,Wed,Lunch,No,412
755,55,Thur,Dinner,No,622
723,42,Wed,Dinner,No,744
492,128,Mon,Dinner,Yes,131
464,414,Thur,Lunch,No,271
361,314,Thur,Lunch,No,362
782,180,Fri,Breakfast,No,469
803,61,Wed,Lunch,No,435
467,126,Mon,Lunch,No,219
203,104,Thur,Lunch,No,447
425,152,Fri,Dinner,Yes,109
853,173,Tues,Lunch,No,364
448,193,Mon,Lunch,No,288
461,204,Wed,Dinner,No,605
256,164,Wed,Lunch,No,284
607,112,Fri,Lunch,No,358
214,168,Thur,Dinner,Yes,195
702,150,Wed,Dinner,No,710
132,75,Thur,Dinner,No,588
638,330,Thur,Breakfast,No,445
53,131,Fri,Dinner,No,491
796,103,Thur,Lunch,No,337
304,310,Tues,Lunch,No,487
542,122,Tues,Breakfast,Yes,97
745,136,Tues,Lunch,No,512
372,136,Thur,Lunch,No,516
309,253,Tues,Lunch,No,286
781,337,Fri,Dinner,No,595
85,148,Fri,Lunch,No,560
317,97,Wed,Dinner,No,431
628,175,Tues,Lunch,No,572
779,466,Thur,Lunch,No,291
210,142,Thur,Dinner,No,794
107,402,Tues,Lunch,Yes,90
347,257,Mon,Dinner,No,744
728,56,Fri,Lunch,No,558
592,118,Thur,Dinner,No,322
721,170,Mon,Breakfast,No,394
213,81,Mon,Breakfast,No,328
466,83,Fri,Breakfast,No,317
643,290,Mon,Lunch,No,522
419,57,Wed,Lunch,No,304
220,579,Tues,Dinner,No,457
689,536,Mon,Dinner,No,511
635,273,Mon,Breakfast,No,274
871,408,Thur,Lunch,No,260
240,102,Tues,Dinner,No,420
562,130,Mon,Lunch,No,557
326,334,Thur,Breakfast,No,337
