storenum,secs,dayofweek,meal,drinkonly,cost,satisfaction
629,249,Mon,Lunch,No,484,7
425,69,Mon,Dinner,No,735,8
649,337,Thur,Lunch,No,259,5
36,240,Wed,Lunch,No,354,8
280,145,Mon,Dinner,No,743,7
817,238,Thur,Dinner,No,361,7
331,551,Thur,Dinner,No,783,3
273,183,Mon,Lunch,No,374,4
760,191,Thur,Dinner,No,546,6
69,263,Mon,Lunch,No,423,7
848,274,Tues,Dinner,No,556,7
469,147,Thur,Lunch,Yes,93,5
555,151,Fri,Lunch,No,532,6
83,44,Thur,Lunch,No,474,5
744,290,Wed,Dinner,No,540,5
14,360,Mon,Lunch,Yes,164,4
573,397,Tues,Lunch,No,341,4
783,39,Mon,Lunch,Yes,134,4
543,171,Tues,Lunch,No,308,8
310,359,Tues,Dinner,No,298,4
39,85,Thur,Dinner,Yes,108,6
508,81,Mon,Lunch,No,494,5
723,346,Fri,Dinner,No,540,4
562,157,Mon,Dinner,No,501,6
91,412,Mon,Lunch,No,278,7
487,514,Mon,Lunch,No,339,3
588,144,Thur,Dinner,No,692,7
513,85,Thur,Dinner,No,568,5
218,41,Fri,Lunch,Yes,133,8
773,492,Wed,Dinner,No,404,5
79,333,Thur,Dinner,No,552,7
591,180,Fri,Dinner,No,644,6
63,107,Wed,Lunch,Yes,94,7
42,202,Tues,Lunch,Yes,107,6
860,582,Fri,Dinner,No,813,3
134,534,Mon,Dinner,No,477,3
167,168,Thur,Dinner,Yes,155,6
610,346,Mon,Lunch,Yes,161,5
609,477,Fri,Lunch,No,260,6
83,222,Thur,Breakfast,No,479,5
252,55,Fri,Dinner,No,552,7
827,117,Fri,Dinner,Yes,182,7
765,401,Fri,Lunch,No,292,6
342,55,Mon,Breakfast,No,489,8
106,143,Wed,Lunch,No,547,7
891,57,Tues,Lunch,No,313,6
879,332,Tues,Lunch,No,400,4
730,167,Tues,Lunch,No,406,4
278,126,Mon,Breakfast,No,480,6
425,35,Wed,Dinner,No,316,7
593,97,Mon,Dinner,No,311,5
87,47,Wed,Breakfast,No,186,6
851,32,Fri,Lunch,No,333,8
379,172,Mon,Lunch,No,390,5
686,105,Wed,Breakfast,No,457,8
634,270,Tues,Dinner,No,671,8
160,520,Fri,Breakfast,No,214,4
488,182,Thur,Lunch,No,397,6
165,169,Mon,Lunch,No,372,5
861,169,Fri,Breakfast,No,232,5
443,82,Fri,Breakfast,No,386,7
226,176,Wed,Breakfast,Yes,116,6
318,83,Wed,Lunch,No,490,6
499,113,Wed,Lunch,No,232,7
652,32,Fri,Lunch,No,264,7
291,97,Wed,Dinner,Yes,190,8
737,135,Thur,Dinner,No,334,8
123,128,Tues,Dinner,No,580,7
404,101,Fri,Lunch,No,524,7
337,58,Tues,Lunch,No,343,6
416,49,Tues,Dinner,No,292,8
682,301,Wed,Breakfast,No,202,7
708,181,Thur,Lunch,No,388,8
234,153,Wed,Lunch,No,263,8
860,97,Mon,Lunch,No,417,7
147,43,Tues,Lunch,No,233,6
479,32,Mon,Lunch,No,508,8
569,130,Thur,Breakfast,No,405,9
517,287,Wed,Dinner,Yes,88,6
210,137,Mon,Lunch,No,281,6
389,136,Wed,Breakfast,Yes,178,8
99,141,Tues,Lunch,No,341,7
699,143,Mon,Lunch,No,464,8
590,416,Mon,Lunch,No,415,5
573,116,Tues,Dinner,Yes,156,7
759,99,Thur,Lunch,Yes,184,7
606,90,Fri,Lunch,No,592,6
273,124,Fri,Lunch,Yes,150,5
210,139,Fri,Lunch,No,552,6
630,454,Thur,Lunch,No,419,5
334,215,Fri,Breakfast,Yes,135,6
743,167,Wed,Breakfast,No,472,6
350,148,Tues,Dinner,No,426,6
231,501,Tues,Lunch,No,312,4
823,60,Mon,Lunch,No,462,6
126,143,Mon,Lunch,No,238,6
856,144,Mon,Breakfast,No,319,7
581,174,Thur,Lunch,No,333,6
248,50,Fri,Lunch,No,594,8
216,395,Tues,Lunch,No,564,7
648,172,Tues,Lunch,No,500,7
356,273,Fri,Dinner,No,560,7
172,55,Fri,Lunch,No,404,6
563,127,Fri,Lunch,No,260,8
86,48,Tues,Lunch,No,527,8
131,87,Wed,Dinner,No,630,6
709,585,Thur,Dinner,Yes,146,4
494,117,Wed,Dinner,No,724,7
869,142,Mon,Lunch,No,547,7
749,184,Tues,Lunch,No,466,8
104,199,Fri,Lunch,Yes,166,4
374,146,Fri,Dinner,No,384,5
440,167,Thur,Dinner,No,647,7
544,114,Fri,Lunch,No,351,8
633,146,Mon,Dinner,No,520,7
6,219,Tues,Breakfast,No,472,8
793,517,Fri,Dinner,No,741,6
418,267,Thur,Lunch,Yes,190,6
88,160,Wed,Lunch,No,388,8
211,351,Thur,Lunch,No,229,3
104,31,Wed,Lunch,No,219,5
283,183,Tues,Lunch,Yes,96,7
184,583,Fri,Dinner,No,631,5
80,374,Thur,Dinner,No,497,4
183,407,Fri,Lunch,No,366,6
875,430,Thur,Lunch,No,546,5
250,69,Fri,Lunch,No,358,6
707,284,Thur,Lunch,No,219,6
441,56,Wed,Lunch,No,450,5
8,253,Tues,Dinner,No,760,6
725,161,Mon,Breakfast,No,252,6
186,112,Fri,Lunch,No,247,6
807,148,Mon,Lunch,No,362,7
314,457,Mon,Lunch,No,441,5
188,155,Fri,Dinner,No,354,7
324,142,Mon,Dinner,No,457,5
551,50,Thur,Dinner,No,306,8
211,185,Fri,Lunch,No,223,4
256,364,Fri,Lunch,No,312,3
272,144,Mon,Lunch,No,312,7
555,78,Fri,Breakfast,Yes,112,7
835,94,Mon,Lunch,No,309,6
727,310,Tues,Lunch,No,571,6
82,83,Wed,Dinner,No,406,7
447,122,Fri,Lunch,Yes,89,7
217,306,Wed,Dinner,No,549,7
640,285,Mon,Lunch,No,415,6
512,56,Thur,Dinner,No,503,6
418,166,Wed,Dinner,Yes,104,5
51,187,Wed,Lunch,No,430,8
511,80,Thur,Lunch,No,292,6
384,160,Mon,Dinner,Yes,179,7
646,163,Wed,Breakfast,No,243,6
692,164,Thur,Lunch,No,380,7
653,77,Tues,Lunch,No,536,7
586,76,Thur,Lunch,No,564,6
357,551,Tues,Dinner,Yes,183,3
887,165,Wed,Lunch,No,222,7
254,93,Wed,Lunch,No,302,6
303,135,Mon,Dinner,No,712,8
435,170,Wed,Dinner,No,717,9
354,573,Fri,Lunch,Yes,135,5
407,243,Tues,Lunch,No,463,5
350,95,Wed,Dinner,No,341,6
167,127,Tues,Lunch,No,580,6
396,196,Fri,Dinner,No,335,4
115,152,Wed,Breakfast,No,419,6
892,288,Mon,Lunch,No,528,5
346,123,Wed,Lunch,No,349,7
656,150,Tues,Lunch,No,510,5
376,414,Mon,Lunch,No,575,6
176,75,Wed,Lunch,No,512,9
250,549,Tues,Lunch,No,348,6
74,366,Mon,Dinner,No,687,4
535,113,Wed,Lunch,No,363,8
162,159,Thur,Dinner,No,749,6
818,76,Thur,Lunch,No,294,7
587,555,Fri,Lunch,No,337,5
336,252,Thur,Dinner,Yes,169,7
340,113,Mon,Lunch,No,268,6
626,68,Mon,Lunch,No,590,7
526,162,Thur,Dinner,No,463,6
202,107,Fri,Breakfast,No,463,7
86,167,Wed,Lunch,No,466,8
392,527,Mon,Lunch,No,453,3
860,323,Wed,Breakfast,No,371,4
50,177,Wed,Lunch,No,290,4
501,65,Wed,Lunch,No,244,5
116,134,Tues,Breakfast,No,412,7
780,223,Mon,Dinner,No,598,7
454,30,Thur,Dinner,No,293,7
794,177,Mon,Lunch,No,456,7
516,45,Mon,Lunch,No,485,6
503,77,Fri,Lunch,Yes,129,5
517,274,Tues,Dinner,No,411,6
493,402,Wed,Dinner,No,678,7
45,191,Tues,Breakfast,No,260,5
666,97,Fri,Breakfast,No,440,6
328,140,Thur,Lunch,No,550,5
448,264,Tues,Lunch,No,529,4
889,525,Wed,Lunch,No,531,5
515,166,Tues,Dinner,No,537,7
246,575,Thur,Dinner,No,321,2
606,146,Fri,Lunch,No,341,6
485,225,Tues,Dinner,No,701,6
349,508,Wed,Dinner,No,615,4
329,95,Thur,Lunch,No,507,7
557,324,Wed,Lunch,No,398,7
547,235,Tues,Lunch,No,262,5
314,89,Thur,Lunch,No,498,6
242,230,Thur,Lunch,No,573,7
622,588,Tues,Dinner,Yes,139,3
244,132,Mon,Lunch,No,222,6
25,310,Fri,Dinner,Yes,124,4
432,144,Tues,Dinner,Yes,176,7
114,101,Mon,Breakfast,Yes,140,5
321,208,Thur,Dinner,Yes,185,4
798,473,Tues,Lunch,No,536,7
564,32,Tues,Dinner,No,741,8
616,136,Thur,Lunch,No,242,5
293,154,Wed,Dinner,No,610,7
640,248,Thur,Breakfast,No,436,9
654,238,Wed,Lunch,No,328,6
432,239,Fri,Lunch,No,475,4
179,117,Fri,Lunch,No,372,8
270,165,Fri,Lunch,No,501,8
777,476,Fri,Dinner,No,637,4
651,277,Wed,Lunch,No,493,7
444,99,Mon,Dinner,No,593,8
351,490,Thur,Dinner,No,575,6
124,384,Fri,Lunch,No,524,5
323,54,Fri,Breakfast,No,367,8
153,124,Wed,Breakfast,No,456,8
461,121,Tues,Dinner,No,402,7
703,157,Tues,Dinner,No,719,8
575,119,Mon,Dinner,No,366,7
445,320,Tues,Dinner,No,652,5
565,119,Wed,Dinner,No,610,5
309,410,Tues,Dinner,No,634,7
864,212,Mon,Breakfast,No,349,8
649,126,Tues,Lunch,No,485,7
487,129,Mon,Breakfast,No,329,7
456,491,Thur,Lunch,No,315,3
783,344,Thur,Lunch,No,473,6
496,105,Mon,Dinner,No,798,9
527,495,Fri,Lunch,No,567,4
209,91,Tues,Lunch,No,441,5
192,33,Mon,Lunch,No,568,6
270,155,Fri,Dinner,Yes,142,5
184,48,Tues,Lunch,No,467,5
590,97,Thur,Lunch,No,557,7
639,408,Tues,Dinner,No,608,4
242,371,Wed,Dinner,No,326,6
839,466,Tues,Lunch,No,475,4
88,127,Fri,Lunch,Yes,129,7
557,124,Mon,Lunch,No,312,5
224,146,Mon,Lunch,No,599,6
728,278,Tues,Breakfast,No,179,6
93,151,Fri,Dinner,No,743,8
394,129,Fri,Lunch,No,576,5
114,336,Fri,Dinner,No,716,7
858,318,Thur,Breakfast,No,480,7
56,178,Thur,Lunch,No,333,4
700,350,Mon,Lunch,No,294,4
567,174,Wed,Lunch,Yes,188,4
246,34,Thur,Lunch,Yes,106,7
668,97,Mon,Dinner,No,725,9
149,381,Mon,Dinner,No,799,8
540,343,Tues,Lunch,Yes,183,6
606,455,Thur,Lunch,No,379,5
643,141,Fri,Lunch,No,572,6
806,265,Wed,Dinner,No,680,5
143,361,Wed,Dinner,No,681,6
238,83,Thur,Lunch,No,241,8
441,86,Mon,Lunch,No,445,7
593,307,Fri,Lunch,No,464,4
872,92,Thur,Dinner,No,337,6
556,157,Wed,Dinner,No,408,5
758,289,Fri,Lunch,No,317,7
557,100,Mon,Lunch,No,449,9
129,145,Mon,Lunch,No,312,4
365,111,Fri,Breakfast,Yes,101,9
294,179,Fri,Dinner,No,511,5
391,60,Thur,Lunch,No,568,9
690,118,Mon,Breakfast,No,287,9
595,206,Thur,Lunch,No,217,4
267,158,Mon,Lunch,Yes,124,5
337,126,Wed,Lunch,No,340,7
132,159,Fri,Lunch,No,294,6
541,106,Tues,Breakfast,No,237,5
456,515,Tues,Dinner,No,422,6
861,45,Wed,Dinner,No,467,8
16,427,Mon,Lunch,No,364,3
354,160,Fri,Lunch,No,290,5
824,240,Fri,Lunch,No,261,4
111,306,Thur,Lunch,No,481,7
622,137,Fri,Lunch,No,421,5
227,395,Tues,Lunch,No,349,7
827,101,Mon,Dinner,No,670,8
681,317,Fri,Lunch,No,378,6
126,109,Fri,Lunch,No,555,6
183,198,Fri,Lunch,No,573,5
766,73,Tues,Dinner,No,775,9
258,293,Fri,Dinner,No,442,5
826,174,Wed,Lunch,No,576,8
573,272,Thur,Lunch,No,314,7
121,169,Thur,Lunch,No,263,8
407,390,Tues,Lunch,No,538,6
373,206,Tues,Lunch,No,479,5
149,195,Mon,Lunch,No,299,8
287,68,Tues,Breakfast,No,223,7
713,30,Wed,Lunch,No,401,7
179,112,Mon,Lunch,No,545,7
151,311,Thur,Dinner,Yes,178,6
232,383,Wed,Lunch,No,561,6
535,122,Tues,Dinner,Yes,109,4
272,218,Mon,Lunch,No,219,6
591,366,Thur,Dinner,No,337,5
772,125,Wed,Lunch,No,500,8
10,304,Thur,Lunch,No,548,5
17,125,Mon,Lunch,No,545,7
5,151,Fri,Dinner,No,790,7
185,216,Thur,Lunch,No,569,7
655,514,Thur,Lunch,No,282,2
556,291,Tues,Dinner,No,742,6
6,143,Tues,Dinner,No,417,4
380,138,Thur,Dinner,No,316,4
459,216,Wed,Breakfast,No,408,9
775,542,Thur,Breakfast,No,176,5
508,453,Tues,Lunch,No,367,4
632,169,Tues,Lunch,No,343,5
318,556,Thur,Lunch,No,392,4
866,130,Wed,Dinner,No,767,8
347,86,Thur,Lunch,No,572,9
595,83,Thur,Dinner,No,665,8
753,576,Wed,Lunch,No,472,3
419,312,Mon,Dinner,No,397,7
163,219,Thur,Breakfast,No,408,9
889,240,Mon,Lunch,No,578,7
274,144,Tues,Lunch,No,497,8
200,147,Tues,Lunch,No,299,7
674,368,Thur,Lunch,No,483,6
390,531,Mon,Lunch,No,505,6
365,47,Mon,Dinner,No,810,9
633,68,Tues,Dinner,No,488,7
337,436,Wed,Dinner,No,726,6
360,598,Wed,Lunch,No,553,4
873,206,Wed,Dinner,No,392,5
545,129,Tues,Lunch,No,380,7
334,278,Fri,Dinner,No,604,5
155,140,Tues,Dinner,Yes,142,5
494,154,Fri,Breakfast,Yes,121,7
55,421,Wed,Dinner,No,537,6
125,488,Tues,Dinner,No,310,5
334,471,Wed,Breakfast,No,210,4
546,517,Fri,Dinner,No,669,4
788,178,Wed,Dinner,No,600,6
770,299,Thur,Dinner,No,409,6
443,460,Mon,Dinner,No,687,5
815,119,Mon,Dinner,Yes,158,5
496,78,Tues,Dinner,No,811,8
379,128,Mon,Dinner,No,742,9
783,178,Mon,Lunch,No,440,5
568,525,Thur,Breakfast,No,414,4
672,271,Mon,Breakfast,No,364,7
328,337,Thur,Lunch,No,401,6
268,486,Wed,Dinner,No,669,7
72,146,Fri,Lunch,No,220,6
89,260,Thur,Dinner,No,725,7
478,34,Thur,Lunch,No,548,6
507,261,Thur,Dinner,Yes,128,7
263,554,Wed,Lunch,No,426,6
374,88,Fri,Lunch,Yes,98,6
35,464,Fri,Dinner,No,298,4
99,122,Fri,Lunch,No,257,5
369,125,Fri,Lunch,No,275,8
666,42,Wed,Lunch,No,261,6
92,183,Mon,Dinner,No,301,8
700,202,Tues,Lunch,Yes,177,5
125,389,Mon,Dinner,No,304,4
853,184,Wed,Lunch,No,341,5
886,165,Mon,Lunch,No,331,8
866,112,Mon,Lunch,No,501,6
27,435,Tues,Dinner,No,802,8
416,105,Mon,Lunch,Yes,160,8
118,98,Mon,Dinner,No,616,6
506,139,Wed,Dinner,Yes,150,6
535,551,Thur,Dinner,No,798,5
742,165,Thur,Lunch,No,441,8
765,164,Fri,Lunch,Yes,191,5
534,466,Wed,Lunch,Yes,113,6
765,181,Mon,Lunch,No,356,7
235,133,Wed,Dinner,No,584,6
460,154,Mon,Dinner,No,492,5
590,130,Mon,Dinner,No,737,9
804,326,Fri,Dinner,No,805,7
143,480,Thur,Dinner,No,377,3
683,450,Fri,Lunch,No,266,4
709,170,Thur,Dinner,Yes,168,6
806,83,Wed,Lunch,No,513,9
669,133,Tues,Dinner,No,694,6
755,277,Mon,Lunch,No,322,6
639,162,Fri,Breakfast,No,476,7
36,82,Tues,Lunch,No,262,6
297,157,Wed,Breakfast,No,359,8
177,126,Fri,Breakfast,Yes,131,6
744,140,Fri,Breakfast,No,240,6
312,133,Mon,Lunch,No,389,7
753,522,Tues,Lunch,No,280,5
597,135,Wed,Lunch,No,596,6
857,71,Fri,Dinner,No,514,7
88,164,Mon,Lunch,No,451,6
44,349,Thur,Breakfast,No,426,6
270,132,Tues,Dinner,No,295,8
537,546,Mon,Breakfast,No,243,6
801,67,Fri,Dinner,No,376,9
672,31,Fri,Breakfast,No,203,6
662,188,Wed,Lunch,No,554,8
815,173,Fri,Dinner,No,546,5
177,485,Thur,Dinner,No,397,7
500,463,Mon,Dinner,No,390,5
13,123,Mon,Dinner,No,495,7
663,594,Mon,Lunch,No,574,6
246,460,Mon,Lunch,No,585,6
842,256,Wed,Dinner,No,788,5
731,221,Wed,Dinner,No,439,4
837,170,Fri,Lunch,No,397,5
877,187,Fri,Dinner,No,820,5
658,568,Mon,Lunch,Yes,163,3
744,106,Wed,Breakfast,No,489,9
430,581,Thur,Dinner,Yes,105,1
531,554,Wed,Dinner,Yes,94,4
302,75,Mon,Lunch,No,361,7
193,277,Wed,Dinner,Yes,99,3
760,132,Mon,Dinner,No,718,5
701,202,Thur,Lunch,No,445,6
484,234,Thur,Breakfast,No,284,7
481,130,Fri,Lunch,No,259,6
99,414,Mon,Breakfast,No,178,5
366,74,Mon,Lunch,No,329,5
368,253,Mon,Dinner,No,680,6
740,128,Mon,Lunch,No,384,8
68,153,Mon,Lunch,No,577,7
470,370,Wed,Dinner,Yes,85,3
259,343,Thur,Breakfast,Yes,169,7
447,104,Fri,Dinner,No,494,6
595,434,Mon,Dinner,No,555,4
252,272,Thur,Lunch,No,321,5
740,43,Fri,Lunch,No,272,8
723,558,Wed,Lunch,No,344,5
101,213,Fri,Dinner,Yes,158,6
223,255,Fri,Lunch,No,523,7
119,420,Thur,Dinner,No,671,5
809,176,Wed,Dinner,No,299,4
160,147,Mon,Breakfast,No,493,6
32,109,Thur,Dinner,No,362,6
545,62,Fri,Lunch,No,417,9
825,98,Mon,Dinner,Yes,118,5
696,495,Tues,Lunch,No,497,4
444,67,Wed,Dinner,No,496,9
381,291,Fri,Lunch,Yes,127,4
561,159,Tues,Dinner,No,428,7
177,203,Mon,Lunch,No,303,4
476,155,Wed,Dinner,No,798,8
187,54,Mon,Dinner,No,430,7
246,143,Mon,Lunch,Yes,149,6
336,444,Fri,Lunch,Yes,125,3
869,324,Thur,Breakfast,Yes,140,7
482,149,Thur,Dinner,Yes,168,7
763,153,Tues,Breakfast,Yes,189,5
826,143,Wed,Lunch,No,558,7
167,121,Mon,Dinner,No,557,6
293,32,Fri,Lunch,No,364,7
665,252,Thur,Dinner,No,800,7
448,491,Thur,Dinner,No,571,6
364,168,Tues,Lunch,No,479,6
573,54,Thur,Dinner,No,440,6
811,366,Wed,Lunch,No,288,3
233,159,Mon,Lunch,No,247,8
9,286,Tues,Lunch,No,579,6
23,231,Wed,Lunch,No,399,5
318,142,Wed,Dinner,No,570,6
890,132,Thur,Lunch,No,235,7
544,144,Fri,Lunch,No,424,5
891,93,Tues,Breakfast,No,442,8
182,248,Thur,Lunch,No,519,7
764,161,Mon,Breakfast,No,212,5
701,151,Thur,Lunch,No,569,5
331,199,Tues,Dinner,No,814,8
75,130,Mon,Lunch,No,534,6
471,118,Mon,Lunch,No,450,7
94,147,Tues,Lunch,Yes,92,7
356,154,Mon,Lunch,Yes,121,5
446,115,Thur,Lunch,No,349,7
132,199,Thur,Dinner,No,506,8
520,232,Thur,Dinner,No,556,7
177,148,Wed,Dinner,No,318,6
879,507,Thur,Lunch,No,529,4
887,282,Mon,Dinner,No,535,7
774,131,Mon,Breakfast,Yes,154,7
276,303,Thur,Dinner,No,611,5
418,152,Wed,Dinner,No,736,8
802,368,Mon,Dinner,Yes,182,6
423,147,Thur,Lunch,No,362,6
563,118,Fri,Dinner,No,506,8
193,83,Fri,Lunch,No,474,7
444,91,Fri,Breakfast,No,381,8
147,127,Tues,Lunch,No,530,5
140,75,Mon,Lunch,No,543,8
348,227,Wed,Lunch,No,574,7
216,403,Tues,Lunch,No,488,6
41,375,Wed,Lunch,No,440,5
581,179,Tues,Lunch,No,296,5
472,169,Wed,Breakfast,No,348,7
319,404,Thur,Dinner,Yes,155,3
548,241,Tues,Lunch,Yes,128,6
291,292,Wed,Dinner,No,816,8
349,266,Tues,Lunch,No,406,7
839,368,Thur,Dinner,No,638,4
177,132,Tues,Dinner,No,803,7
213,120,Thur,Lunch,No,390,6
9,430,Thur,Lunch,No,247,4
608,100,Tues,Lunch,No,525,9
515,393,Fri,Lunch,No,407,7
610,199,Mon,Dinner,No,466,7
419,46,Thur,Lunch,No,304,7
139,521,Tues,Lunch,Yes,157,5
483,240,Wed,Lunch,No,530,5
428,373,Mon,Dinner,No,497,7
533,161,Thur,Lunch,No,415,7
750,474,Mon,Breakfast,No,285,4
271,139,Wed,Dinner,No,600,9
200,147,Tues,Lunch,No,480,6
585,250,Wed,Lunch,No,330,6
93,223,Tues,Dinner,No,774,7
855,171,Mon,Dinner,No,316,6
879,39,Fri,Lunch,No,253,8
718,92,Thur,Lunch,Yes,125,5
176,375,Wed,Lunch,No,313,4
831,116,Thur,Lunch,No,509,7
566,53,Wed,Lunch,No,276,8
233,54,Tues,Lunch,No,292,8
45,328,Mon,Lunch,Yes,177,7
71,148,Wed,Breakfast,No,206,6
159,31,Thur,Lunch,No,219,6
352,199,Fri,Dinner,No,597,8
89,516,Thur,Lunch,Yes,174,2
631,173,Wed,Dinner,No,366,8
340,98,Tues,Dinner,No,464,6
844,96,Fri,Lunch,No,477,5
397,129,Thur,Breakfast,No,184,6
275,383,Tues,Dinner,No,696,7
836,70,Mon,Dinner,Yes,165,7
280,475,Fri,Lunch,Yes,181,5
787,95,Thur,Lunch,No,600,8
691,124,Mon,Breakfast,No,206,7
431,180,Tues,Breakfast,Yes,127,8
199,336,Thur,Lunch,No,302,4
664,58,Wed,Lunch,No,347,8
575,155,Fri,Lunch,No,467,5
737,258,Mon,Lunch,No,268,5
547,171,Wed,Lunch,No,392,4
467,130,Tues,Dinner,No,421,6
257,174,Tues,Dinner,No,828,7
136,120,Fri,Dinner,No,608,5
59,485,Wed,Lunch,No,454,5
732,180,Fri,Lunch,No,249,5
735,46,Fri,Lunch,No,440,9
135,106,Fri,Lunch,No,245,8
563,511,Tues,Breakfast,No,496,4
875,99,Tues,Dinner,No,575,6
286,338,Mon,Dinner,No,439,6
733,368,Wed,Dinner,No,340,3
244,368,Thur,Lunch,No,491,5
658,109,Mon,Dinner,No,455,5
145,245,Fri,Dinner,Yes,146,5
847,272,Tues,Dinner,Yes,179,6
680,167,Fri,Breakfast,No,247,6
870,186,Fri,Lunch,No,252,5
749,92,Tues,Lunch,No,529,6
816,341,Tues,Lunch,Yes,97,5
539,41,Wed,Breakfast,No,496,6
617,183,Fri,Lunch,Yes,88,6
608,109,Fri,Lunch,Yes,184,8
858,178,Wed,Dinner,No,721,8
754,329,Fri,Lunch,No,352,7
532,152,Wed,Lunch,Yes,187,5
182,94,Wed,Dinner,No,698,7
637,350,Mon,Breakfast,Yes,160,6
277,493,Fri,Lunch,No,329,5
440,508,Mon,Breakfast,No,200,4
491,139,Mon,Dinner,No,312,8
69,76,Mon,Lunch,No,452,7
391,277,Wed,Dinner,No,340,5
629,289,Mon,Lunch,No,580,6
824,168,Tues,Dinner,No,476,8
461,147,Tues,Lunch,No,560,6
824,401,Tues,Lunch,No,502,7
543,106,Tues,Lunch,No,529,7
44,38,Tues,Dinner,No,370,8
257,40,Mon,Breakfast,No,399,9
61,78,Fri,Dinner,No,655,7
699,97,Fri,Dinner,No,392,5
30,389,Wed,Dinner,No,380,4
874,147,Fri,Lunch,No,545,8
497,188,Mon,Breakfast,No,271,5
687,308,Mon,Lunch,No,569,6
114,217,Thur,Lunch,No,238,5
299,116,Fri,Lunch,No,462,7
396,244,Mon,Lunch,No,437,7
547,141,Wed,Lunch,No,583,7
736,139,Tues,Dinner,No,640,8
131,42,Wed,Lunch,Yes,195,5
42,131,Mon,Dinner,No,337,5
106,183,Tues,Lunch,No,403,5
237,214,Thur,Dinner,No,533,8
755,120,Wed,Breakfast,Yes,189,8
551,106,Fri,Dinner,No,637,6
72,559,Wed,Dinner,No,826,6
780,78,Mon,Breakfast,No,345,7
508,152,Wed,Dinner,No,392,8
713,107,Fri,Dinner,No,434,6
462,303,Wed,Dinner,No,796,7
653,40,Tues,Lunch,No,356,8
380,132,Thur,Lunch,No,572,7
252,251,Tues,Dinner,Yes,121,5
721,69,Tues,Lunch,No,577,6
801,137,Fri,Dinner,No,795,7
847,355,Wed,Lunch,No,562,7
760,415,Thur,Lunch,No,533,5
97,91,Tues,Lunch,No,550,9
420,177,Wed,Lunch,No,341,6
286,54,Tues,Dinner,No,473,8
658,132,Fri,Dinner,No,525,8
656,81,Thur,Lunch,No,553,7
336,100,Wed,Lunch,No,349,8
113,255,Thur,Dinner,No,315,6
505,55,Fri,Lunch,Yes,173,5
719,152,Thur,Lunch,No,492,7
794,426,Mon,Dinner,No,686,7
756,379,Wed,Dinner,No,572,6
657,317,Wed,Lunch,No,392,6
324,37,Tues,Dinner,No,379,7
3,168,Mon,Dinner,Yes,113,7
346,98,Wed,Lunch,No,271,6
350,59,Wed,Dinner,No,375,8
120,333,Fri,Dinner,No,593,6
108,88,Fri,Lunch,No,569,8
259,167,Fri,Lunch,Yes,144,7
540,527,Thur,Dinner,No,615,6
566,143,Wed,Lunch,No,569,6
485,248,Thur,Dinner,No,586,6
408,284,Mon,Dinner,No,744,8
557,151,Fri,Dinner,No,368,5
420,422,Mon,Dinner,No,621,6
296,99,Wed,Dinner,No,821,7
558,318,Tues,Lunch,Yes,118,5
77,94,Tues,Dinner,Yes,119,7
52,220,Thur,Lunch,No,432,6
383,177,Mon,Lunch,No,385,6
805,267,Thur,Dinner,No,397,5
808,215,Tues,Lunch,No,374,4
344,480,Fri,Lunch,No,556,5
420,93,Tues,Dinner,Yes,95,8
68,155,Wed,Dinner,Yes,164,4
444,108,Thur,Lunch,No,277,5
350,118,Wed,Lunch,No,477,8
713,505,Fri,Dinner,No,289,4
272,276,Thur,Lunch,No,402,6
333,122,Thur,Lunch,No,261,8
621,297,Fri,Dinner,No,781,5
272,170,Mon,Breakfast,No,430,7
200,82,Wed,Breakfast,Yes,134,8
445,203,Thur,Dinner,No,343,4
714,343,Thur,Dinner,No,338,3
167,394,Thur,Lunch,No,475,6
816,139,Fri,Breakfast,No,243,8
18,56,Fri,Lunch,Yes,131,7
156,31,Fri,Breakfast,Yes,115,8
571,94,Tues,Lunch,No,572,7
182,289,Thur,Dinner,No,303,7
422,112,Thur,Lunch,No,498,5
782,33,Thur,Lunch,No,281,7
319,594,Fri,Lunch,No,400,6
172,598,Fri,Dinner,No,293,5
511,152,Thur,Lunch,No,550,5
494,233,Fri,Dinner,No,521,5
53,259,Wed,Dinner,No,785,8
689,537,Tues,Breakfast,Yes,131,5
615,274,Mon,Dinner,Yes,169,5
143,152,Tues,Lunch,No,539,5
198,135,Mon,Dinner,No,492,5
752,443,Tues,Dinner,No,645,7
704,155,Thur,Breakfast,No,246,9
113,586,Mon,Lunch,No,517,3
838,42,Tues,Dinner,No,717,9
326,69,Fri,Lunch,No,331,8
153,126,Mon,Dinner,No,701,8
676,166,Wed,Lunch,No,218,5
776,154,Tues,Lunch,No,351,7
722,130,Tues,Breakfast,Yes,107,6
284,191,Wed,Dinner,No,822,8
24,103,Mon,Dinner,No,536,9
480,46,Fri,Lunch,No,579,9
240,484,Mon,Dinner,No,299,3
482,303,Tues,Lunch,Yes,164,6
584,497,Thur,Lunch,Yes,170,4
468,192,Thur,Lunch,No,381,7
581,143,Wed,Lunch,Yes,156,7
673,186,Thur,Dinner,No,381,5
754,122,Fri,Dinner,No,656,8
289,263,Mon,Lunch,No,540,8
411,238,Fri,Lunch,No,420,7
18,77,Fri,Lunch,No,507,7
148,149,Wed,Lunch,No,567,5
70,195,Mon,Lunch,No,589,7
433,154,Wed,Lunch,No,574,7
220,251,Wed,Dinner,No,377,7
879,91,Wed,Lunch,No,503,8
